"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Touchet","824	","Washington","SNOTEL","Columbia","5530","46.11868","-117.8505","170701020303	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"11","11","25","2","2","-16","5","20","1","Lowest",,,"19","18","2","58","2008, 2021","2001","21"
"Tower","825	","Colorado","SNOTEL","Routt","10500","40.53743","-106.6768","140500010407	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"38","36","17","79","2020","1996","16"
"Townsend Creek","826	","Wyoming","SNOTEL","Fremont","8700","42.69525","-108.89572","100800030203	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","5",,,"42","50","31","10","10","-5","6","18","1","Lowest",,,"12","10","5","22","2007, 2021","2011","19"
"Trapper Lake","827	","Colorado","SNOTEL","Garfield","9700","39.99884","-107.2362","140500050101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"15","17","20","3","4","-10","5","19","2","2nd Lowest",,,"13","12","0","36","2002","2005","20"
"Tres Ritos","1083	","New Mexico","SNOTEL","Taos","8600","36.12778","-105.52714","130201010903	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"50","100","50","4","8","0","60","7","7",,,,"2","1","0","6","2012, 2015, 2017, more","2019","16"
"Trial Lake","828	","Utah","SNOTEL","Summit","9992","40.678","-110.94873","160202030102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","13",,,"54","59","93","17","17","-9","4","24","2","2nd Lowest",,,"24","22","10","49","1999","2001","25"
"Trinchera","829	","Colorado","SNOTEL","Costilla","10860","37.35328","-105.23233","130100020601	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"11","9","1","20","2017","2018","17"
"Trinity","1171	","Washington","SNOTEL","Chelan","2930","48.0747","-120.8493","170200110302	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","15",,,"68","75","79","15","15","-5","18","10","3",,,,"22","20","0","38","2019","2011, 2012","12"
"Trinity Mtn.","830	","Idaho","SNOTEL","Elmore","7770","43.62903","-115.43818","170501110703	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","19",,,"61","70","86","18","18","-8","24","17","5",,,,"31","27","14","77","2013","2001","22"
"Triple Peak","831	","Wyoming","SNOTEL","Sublette","8500","42.76393","-110.5914","140401010503	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","15",,,"58","65","83","17","18","-8","0","17","1","Lowest",,,"26","23","15","41","2021","2005","17"
"Trough","832	","Washington","SNOTEL","Kittitas","5480","47.23328","-120.29412","170200100402	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-10","10","19","1","Lowest",,,"10","10","0","25","2002, 2008, 2021","2001","21"
"Trough Springs","2142	","Nevada","SCAN","Clark","7846","36.37355","-115.78127","160600150101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"2","0","0","11","2014, 2017, 2020, more","2019","13"
"Trout Creek","833	","Utah","SNOTEL","Uintah","9518","40.739","-109.6728","140600100802	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-12","0","20","1","Lowest",,,"11","12","0","29","2021","2004","20"
"Trout Creek AM","1238	","Oregon","SNOLITE","Harney","7890","42.03597","-118.24008","171200090201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"12","12","4","21","2017","2018","8"
"Trout Creek Upper","1200	","Nevada","SNOLITE","Elko","8280","41.0457","-115.0965","160401010702	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-9","0","10","1","Lowest",,,"10","9","0","19","2021","2018","10"
"Truckee #2","834	","California","SNOTEL","Placer","6509","39.30087","-120.18407","160501020204	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-6","11","18","1","Lowest",,,"7","6","0","20","2007, 2008, 2021","2004, 2010","20"
"Tsai Creek","4B17P	","British Columbia","Cooperator Snow Sensors","	","4491","54.63333","-127.66667","	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","71",,,"129","161","91","65","67","27","89","3","18",,,,"55","44","21","217","2013","2018","20"
"Turnagain Pass","954	","Alaska","SNOTEL","Kenai Peninsula","1880","60.78043","-149.18325","190203020406	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"33","28","12","64","2013","2009","17"
"Twelvemile Creek","835	","Montana","SNOTEL","Ravalli","5600","46.14287","-114.44755","170102050601	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","4",,,"27","29","57","6","6","-10","5","20","1","Lowest",,,"15","14","4","32","2008, 2021","2005","21"
"Twin Lakes","836	","Montana","SNOTEL","Ravalli","6400","46.1438","-114.5056","170102050601	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","16",,,"52","48","100","14","14","-17","5","22","2","2nd Lowest",,,"31","33","14","61","2008","2005","23"
"Two Ocean Plateau","837	","Wyoming","SNOTEL","Teton","9240","44.15178","-110.22122","170401010201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","23",,,"58","55","82","23","23","-19","0","15","1","Lowest",,,"40","42","23","60","2021","2017","15"
"University Camp","838	","Colorado","SNOTEL","Boulder","10300","40.03279","-105.57615","101900050401	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","8",,,"44","44","80","8","10","-10","6","17","2","2nd Lowest",,,"18","18","6","30","2012","2005","18"
"Upper Chena","952	","Alaska","SNOTEL","Fairbanks North Star","2850","65.1","-144.93317","190803060102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","17",,,"94","100","100","40","39","0","53","9","9",,,,"18","17","10","28","2016","2017","18"
"Upper Joes Valley","1227	","Utah","SNOTEL","Emery","8596","39.4155","-111.2491","140600090201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-8","0","10","1","Lowest",,,"8","8","0","19","2021","2019","10"
"Upper Nome Creek","1090	","Alaska","SNOTEL","Yukon-Koyukuk","2520","65.3671","-146.592","190804020304	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","13",,,"87","100","100","38","42","0","50","8","8",,,,"15","13","5","25","2012","2015","15"
"Upper Rio Grande","839	","Colorado","SNOTEL","Hinsdale","9400","37.72194","-107.26015","130100010106	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-6","11","17","1","Lowest",,,"8","6","0","23","2012, 2017, 2021","2013","19"
"Upper San Juan","840	","Colorado","SNOTEL","Mineral","10200","37.48576","-106.83535","140801010203	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"4","4","8","1","1","-23","0","18","1","Lowest",,,"24","24","1","54","2021","2011","18"
"Upper Taylor","1141	","Colorado","SNOTEL","Gunnison","10640","38.99007","-106.74502","140200010101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"9","8","20","2","2","-11","8","12","1","Lowest",,,"11","12","1","24","2012, 2021","2013","13"
"Upper Tsaina River","1055	","Alaska","SNOTEL","Valdez-Cordova","1750","61.19112","-145.64807","190201040203	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"26","26","10","40","2012","2009","16"
"Upper Wheeler","841	","Washington","SNOTEL","Chelan","4330","47.28734","-120.37015","170200100310	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"11","12","25","2","2","-7","11","18","3",,,,"9","8","0","20","2002, 2008","2005","20"
"Usu Doc Daniel","1098	","Utah","SNOTEL","Rich","8270","41.86425","-111.50603","160102010103	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","13",,,"50","52","81","14","14","-12","7","14","2","2nd Lowest",,,"26","25","12","41","2007","2010","15"
"Ute Creek","1005	","Colorado","SNOTEL","Costilla","10650","37.61497","-105.37327","130100020604	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"5","8","33","1","2","-11","5","21","2","2nd Lowest",,,"19","12","0","177","2017","2007","22"
"V Lake AM","1237	","Oregon","SNOLITE","Harney","6640","42.46573","-118.76583","171200080901	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0",,"0","0","0","0","57","4","1","Lowest",,,"1","0","0","5","2017, 2020, 2021, more","2018","8"
"Vacarro Springs","1137	","Nevada","SNOTEL","Eureka","7890","39.4495","-115.9834","160600051503	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","3",,,"50","75","33","10","12","-1","40","7","4",,,,"6","4","1","16","2012, 2020","2019","11"
"Vacas Locas","1017	","New Mexico","SNOTEL","Rio Arriba","9306","36.02635","-106.81362","130202020102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"14","20","25","2","2","-4","25","16","4",,,,"7","5","0","23","2010, 2012, 2017","2011","21"
"Vail Mountain","842	","Colorado","SNOTEL","Eagle","10300","39.61676","-106.38006","140100030102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","10",,,"56","50","91","10","16","-10","13","14","3",,,,"18","20","4","27","2012","2008","16"
"Vallecito","843	","Colorado","SNOTEL","La Plata","10880","37.4851","-107.5068","140801011105	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","4",,,"29","29","80","5","6","-10","14","19","3",,,,"14","14","0","33","2017","2004","22"
"Van Wyck","979	","Idaho","SNOTEL","Washington","4920","44.37665","-116.3366","170501240902	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-4","20","17","1","Lowest",,,"5","4","0","25","2013, 2014, 2021, more","2001","21"
"Vaught Ranch AM","1294	","Idaho","SNOLITE","Owyhee","5840","42.49491","-116.43665","170501040904	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-2","33","3","1","Lowest",,,"2","2","0","6","2020, 2021","2018","4"
"Vernon Creek","844	","Utah","SNOTEL","Tooele","7401","39.93667","-112.41478","160203040102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-8","5","21","1","Lowest",,,"9","8","0","23","2008, 2021","2001","22"
"Vienna Mine","845	","Idaho","SNOTEL","Blaine","8960","43.79942","-114.85273","170602010201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","22",,,"73","79","81","23","23","-6","27","17","6",,,,"30","28","13","57","2019","2012","23"
"Virginia Lakes Ridge","846	","California","SNOTEL","Mono","9400","38.07298","-119.23433","160503010103	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-6","15","18","1","Lowest",,,"11","6","0","36","2007, 2011, 2021, more","2001","21"
"Wager Gulch","1188	","Colorado","SNOTEL","Hinsdale","11100","37.88248","-107.3643","140200020602	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-12","0","11","1","Lowest",,,"10","12","0","20","2021","2011","11"
"Waldron","847	","Montana","SNOTEL","Teton","5600","47.91998","-112.79087","100302050102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","11",,,"110","110","85","25","24","1","68","7","11",,,,"10","10","3","17","2007, 2017, 2018","2005, 2009","20"
"Ward Creek #3","848	","California","SNOTEL","Placer","6745","39.13545","-120.21865","160501010403	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-11","11","17","1","Lowest",,,"12","11","0","35","2007, 2008, 2021","2010","19"
"Ward Mountain","849	","Nevada","SNOTEL","White Pine","9163","39.13242","-114.95575","150100110105	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"10","9","0","30","2007","2004","23"
"Warm Springs","850	","Montana","SNOTEL","Granite","7800","46.27368","-113.164","170102010302	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","16",,,"57","59","100","20","21","-11","0","19","1","Lowest",,,"28","27","16","45","2021","2005","19"
"Waterhole","974	","Washington","SNOTEL","Clallam","5010","47.94485","-123.42594","171100200506	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"25","26","1","58","2008, 2019","2012","22"
"Webber Springs","852	","Wyoming","SNOTEL","Carbon","9250","41.15946","-106.92714","101800020406	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","9",,,"28","39","90","10","11","-14","0","19","1","Lowest",,,"32","23","9","196","2021","2005","19"
"Webster Flat","853	","Utah","SNOTEL","Iron","9203","37.575","-112.90155","150100080101	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-8","11","17","1","Lowest",,,"10","8","0","39","2014, 2017, 2021","2019","19"
"Wells Creek","909	","Washington","SNOTEL","Whatcom","4030","48.8661","-121.78976","171100040103	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","9",,,"35","36","47","9","9","-16","21","20","6",,,,"26","25","1","57","2019","1996, 1998","25"
"Weminuche Creek","1160	","Colorado","SNOTEL","Archuleta","10740","37.51976","-107.32152","140801020203	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"16","16","1","26","2017","2011, 2019","11"
"Wesner Springs","854	","New Mexico","SNOTEL","San Miguel","11120","35.77556","-105.5425","130600010802	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-8","5","20","1","Lowest",,,"11","8","0","30","2017, 2021","2002","21"
"West Branch","855	","Idaho","SNOTEL","Adams","5560","45.0722","-116.45413","170501240201	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"17","15","29","3","3","-11","0","8","1","Lowest",,,"12","13","2","19","2021","2015","8"
"West Eagle Meadows AM","1288	","Oregon","SNOLITE","Union","5490","45.08467","-117.48167","170502031002	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","7",,,"64","88","70","8","8","-1","0","5","1","Lowest",,,"11","8","7","17","2021","2020","5"
"West Yellowstone","924	","Montana","SNOTEL","Gallatin","6700","44.65866","-111.09199","100200070205	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"8","9","25","2","2","-10","0","19","1","Lowest",,,"12","11","1","24","2021","2005","19"
"Wheeler Peak","1147	","Nevada","SNOTEL","White Pine","10060","39.00995","-114.31021","160203010801	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","4",,,"44","67","44","8","9","-2","27","9","3",,,,"9","6","2","24","2014, 2017","2013","12"
"Whiskey Ck","857	","Colorado","SNOTEL","Las Animas","10220","37.21411","-105.12245","110200100102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","1",,,"5","12","20","2","2","-7","17","21","4",,,,"20","8","0","184","2001, 2003, 2012","2004","25"
"Whiskey Creek","858	","Montana","SNOTEL","Gallatin","6800","44.61088","-111.14998","100200070203	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","4",,,"25","25","57","7","7","-12","0","20","1","Lowest",,,"16","16","4","27","2021","2005","20"
"Whiskey Park","859	","Wyoming","SNOTEL","Carbon","8950","41.00289","-106.90848","140500030102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","19",,,"56","73","95","18","19","-7","21","16","5",,,,"34","26","13","174","2012","2002","20"
"White Elephant","860	","Idaho","SNOTEL","Fremont","7710","44.53267","-111.41085","170402020305	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","10",,,"42","42","71","12","11","-14","5","19","1","Lowest",,,"24","24","10","42","2002, 2021","2005, 2012","20"
"White Horse Lake","861	","Arizona","SNOTEL","Coconino","7180","35.14202","-112.14915","150602020204	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0",,"0","0","-1","35","14","1","Lowest",,,"2","1","0","7","2017, 2020, 2021, more","2004, 2019","21"
"White Mill","862	","Montana","SNOTEL","Park","8700","45.04575","-109.90987","100700060202	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","16",,,"55","57","89","19","19","-12","0","20","1","Lowest",,,"29","28","16","44","2021","2017","20"
"White Pass E.S.","863	","Washington","SNOTEL","Yakima","4440","46.64142","-121.38153","170300020301	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"12","16","0","26","2002, 2008","2010","19"
"White River #1","864	","Utah","SNOTEL","Wasatch","8641","39.9645","-110.98845","140600070102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-12","6","18","1","Lowest",,,"11","12","0","20","2008, 2021","2004","19"
"White River Nv","1213	","Nevada","SNOTEL","White Pine","7367","38.94557","-115.37922","150100110302	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"4","3","0","13","2014, 2017, 2020, more","2019","9"
"Widtsoe #3","865	","Utah","SNOTEL","Garfield","9640","37.83633","-111.88163","160300020403	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","6",,,"55","100","100","13","13","0","56","9","9",,,,"11","6","0","35","2017","2004","19"
"Wild Basin","1042	","Colorado","SNOTEL","Boulder","9560","40.20105","-105.60248","101900050202	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","5",,,"36","36","83","7","8","-9","6","16","2","2nd Lowest",,,"14","14","4","25","2012","2005","17"
"Wildcat","866	","Arizona","SNOTEL","Greenlee","7850","33.75835","-109.47973","150601010109	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","4",,,"200","400","100","24","24","3","94","2","16","2nd Highest",,,"2","1","0","6","2015, 2017, 2020, more","2011","18"
"Wildhorse Divide","867	","Idaho","SNOTEL","Bannock","6490","42.75743","-112.47783","170402080504	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","2",,,"22","20","40","4","5","-8","10","10","1","Lowest",,,"9","10","2","19","2013, 2021","2018","11"
"Willow Creek","868	","Wyoming","SNOTEL","Lincoln","8080","42.81513","-110.83515","170401050204	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST",,,,,,,,,,,,,,,,"28","26","16","42","2020","2010","11"
"Willow Creek Pass","869	","Colorado","SNOTEL","Grand","9540","40.34703","-106.09433","140100010102	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","7",,,"25","35","100","8","11","-13","0","16","1","Lowest",,,"28","20","7","181","2021","2006","16"
"Willow Park","870	","Colorado","SNOTEL","Larimer","10700","40.43254","-105.73337","101900060204	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","6",,,"33","35","75","8","8","-11","10","19","3",,,,"18","17","1","30","2001","2010","21"
"Wilson Creek","871	","Idaho","SNOTEL","Twin Falls","7120","42.01257","-115.00278","170402130202	","December 5, 2021, end of day ","12-06-2021, 01:25 PM MST","0",,,"0","0","0","0","0","-9","0","19","1","Lowest",,,"10","9","0","22","2021","2005","19"
